P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Society_name,Bathrooms,Car_Parking,Status,Agent_name,Buyers_from_agents,Owner_name,Address,Product_link,Area_in_sqr_feet,Price_per_sqr_feet,Reviews
P_622,,45 Lac,2,Resale,2,,Furnished,,,1,1,Ready to Move,,, Krishna Kumar,Vikaspuri Block J,,45,"7,601 per sqft","Prime location in Vikaspuri.  Well ventilated flat with east facing balcony. Consists of a living room, 1 bedroom and a dining room, with furnished kitchen and bathroom. Wooden overhead shelves and wall cabinet in the bedroom. With roof right, construction of additional floor is possible. The proposed magenta metro line will offer better connectivity and be an added benefit. Lush green parks nearby will enhance the total residential experience. Basic amenities like shops, markets, ATMs are sure to make life easier."
P_623,,3.50 Cr,4,Resale,2,,Semi-Furnished,,,5,,Ready to Move,,, Supreeti Sharma,Janakpuri Block A2,,2350,"12,500 per sqft",Builder floor apartment is available for sale. It is a good location property. Please contact for more details.
P_624,,42 Lac,3,Resale,3,,Unfurnished,,,2,,Ready to Move,,, surajit maitra,"Dabri Extension, Dabri",,900,,
P_625,,2.50 Cr,4,Resale,1,North,Semi-Furnished,Freehold,,3,1,Ready to Move,,, Kapil Ahuja,Tilak Nagar,,1980,"12,346 per sqft",
P_626,,2.50 Cr,4,Resale,Ground,,Furnished,,,2,,Ready to Move,,, Subhash Gera,Rajouri Garden,,2100,"12,077 per sqft",Beautiful property and a rare find.  The layout is open with the biggest living room you wont find even in 500 square yards.  Great for a small or big family.  Two side guarded lane in the prestigious J block.  1 minute walk to banks and some of the best restaurants in West Delhi.  Lots of natural light. 2 parking spaces one covered and one open.  Decent sized service room.  Welcome home.
P_627,,2.10 Cr,4,Resale,Ground,East,Unfurnished,Freehold,,3,,Ready to Move,,, NIKHIL GUPTA,Rohini Sector 7,,1500,"13,125 per sqft","Here is a fantastic opportunity to realise your ambition of owning an opulent 4 BHK property in a coveted New Delhi neighbourhood.With a 1600 sqft super area, this abode is a great dwelling paradise because of the excellent blend of high-quality construction and well-planned layout. It is well-planned and located in Sector 7 Rohini, New Delhi. Take advantage of this fantastic opportunity as soon as possible.Property SpecificationsWith a carpet area of 1450 sqft, this apartment facing east is spacious and designed to offer a contemporary life to the residents. It is advantageously placed on the ground floor of a 3-storey building and is 100 Vaastu compliant, boasting a harmonious and prosperous living. It enjoys all the seasons of the year and is bathed in loads of sunlight and ventilation.  The flat comes with 4 bedrooms, 3 attached modern bathrooms with geysers, a balcony, a hall, dining room, puja room and a modular kitchen with attached utility. Another key feature is that the apartment is semi-furnished, which gives you an opportunity to personalise it according to your needs. For your comfort, the bedrooms are equipped with wardrobes that can accommodate all your apparel and other valuables. The homemaker of your family will surely enjoy cooking in this spacious modular kitchen that comes with a chimney, cabinets, granite platform, sink and piped gas connection. Overlooking a garden and main road, the airy and breezy balcony is linked to the hall. Vitrified flooring is done in the flat, which is presently in trend and gives an inviting look.Facilities Some of the prime facilities such as open parking space, 24hours water supply, 100 power backup, RO water system, security guard and CCTV cameras and a lift are provided for your convenience. LocalityThe post office is the nearest and prime landmark to this apartment. As far as the locality is concerned, there are various well-known schools, hospitals, malls, supermarkets, and shopping centres located within a short-range. You can find a school within 100m, Jaipur Golden hospital within 2km and Unity Mall is dotted within 3km.Additionally, banks and ATM centres are situated within the vicinity, thus you can easily fulfil your financial requirements. Rani Bagh railway station is 5km from the flat and the Rohini west metro station can be found within 3km."
P_628,,1.50 Cr,3,Resale,1,East,Semi-Furnished,Freehold,,3,1,Ready to Move,,, Capital builders,Chirag Delhi,,1005,"10,753 per sqft",3 bhk.
P_629,,2.50 Cr,3,Resale,8,North - West,Semi-Furnished,Freehold,Pawittra Apartment,2,1,Ready to Move,,, SANKET,"Pawittra Apartment, Vasundhara Enclave",https://www.magicbricks.com/pawittra-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303130373135,1500,"14,706 per sqft",
P_630,,35 Lac,1,Resale,1,North,Semi-Furnished,Freehold,,1,1,Ready to Move,,, Dhruv sharma,Krishna Nagar,,450,"7,000 per sqft",
P_631,,3.30 Cr,4,Resale,Ground,South,Semi-Furnished,Freehold,D7 Vasant Kunj Apartment,4,3,Ready to Move,,, Bhalla,"D7 Vasant Kunj Apartment, Vasant Kunj",https://www.magicbricks.com/d7-vasant-kunj-apartment-vasant-kunj-new-delhi-pdpid-4d4235323132323035,2000,"16,500 per sqft","Vastu friendly , Ground Floor 3 side corner, built to 5 Star standards , prime location."
P_632,,90 Lac,3,Resale,2,East,Furnished,Freehold,,1,,Ready to Move,,, sunil kapoor,Rohini Sector 7,,1000,"9,000 per sqft","East Facing, Fully Furnished, Freehold, Good for Commercial Purposes."
P_633,,75 Lac,3,Resale,4,,Semi-Furnished,,,2,,Ready to Move,,, Aditya Saroha,Bamnoli,,840,"8,333 per sqft",DDA Park in Front of the house.
P_634,,2.10 Cr,3,Resale,2,,Unfurnished,,,3,,Ready to Move,,, Manoj Kumar,"Hudson Lane, GTB Nagar",,1400,"14,000 per sqft","Thoughtfully built with vaastu rules, this 3 BHK builder floor is available for sale. Situated in Hudson Lane, New Delhi, this property is unfurnished and is under construction, the possession of which will be given within 2 to 3 months from now. ::::::Property Specifications ::::::Positioned on the 3rd floor, this builder floor is well ventilated and airy allowing the residents to live in a refreshing ambiance. Spread across a carpet area of 1400 sq ft, this builder floor is beautifully covered with shiny vitrified tile flooring ::that is sure to impress you the moment you step in. ::::::Further, this builder floor comprises 3 bedrooms with en-suite western style bathrooms, a living cum dining area and a kitchen with a platform, sink and an attached utility area. Also, there is a balcony here where you can unwind after a long tiring day. ::::::Facilities ::::::This builder floor is benefited with prime amenities that include- covered parking space, round the clock water supply, 100% power backup, security guards, CCTV cameras and lift as well. ::::::Locality ::::::This property is located close to social amenities such as well known schools, hospitals, shopping malls, supermarkets, local markets, hotels, cafes and many others. For banking needs and services, prominent banks and ATMs are present at a very short distance. Also, commuting across the city is hassle free as various public transport facilities such as taxis, auto rickshaws and buses are easily available here. ::"
P_635,,11.5 Lac,1,Resale,1,,Semi-Furnished,,,1,,Ready to Move,,, Sunanda Jogi,Budh Vihar,,500,"2,300 per sqft",
P_636,,58 Lac,3,Resale,3,North,Semi-Furnished,Freehold,,3,1,Ready to Move,,, Jeetendra,Ram Nagar,,800,"6,444 per sqft",
P_637,,48 Lac,3,Resale,3,North,Semi-Furnished,Freehold,,2,,Ready to Move,,, Anand,Mahavir Enclave Part 1,,810,"4,638 per sqft",Amazing property is avaialble for sale with great and peaceful environment Please contact for more details.
P_638,,1.95 Cr,3,Resale,4,East,Semi-Furnished,Freehold,DDA Qutab View Appartment,2,,Ready to Move,,, vikas,"DDA Qutab View Appartment, Katwaria Sarai",https://www.magicbricks.com/dda-qutab-view-appartment-katwaria-sarai-new-delhi-pdpid-4d4235303735383332,912,"21,382 per sqft","Dreaming about a high-end living with your loved ones?? DDA Qutab View Appartment is right here to make your dream come true. Showcasing impressive interiors, lavish floor plans, and many more world-class amenities to enjoy a king-sized lifestyle presents you with an impeccably crafted 3 BHK Flat for sale in DDA Qutab View Appartment, Katwaria Sarai, New Delhi. So, hurry up and grab this fantastic opportunity right now!::::::Property Specifications::::::Decorated with an premium quality lights, fans, cupboards, and wardrobes, this elegantly designed semi-furnished flat is advantageously positioned on the 4th floor of an 8-storeyed apartment. Being an east-facing and Vastu-compliant property, this abode not only welcomes a goof amount of fresh air and sunlight but also promises you a healthy, happy, and prosperous living.:::: ::The floor plan of this flat comprises 3 bedrooms and 2 western bathrooms with geysers, where one bathroom is attached to the bedroom while the other is commonly accessible. This meticulously planned flat also features an airy living cum dining area and a pretty east-facing balcony that is near the bedroom and overlooks the road. ::::::To make you enjoy and explore your cooking skills in the well-planned kitchen which is appointed with a granite platform, a stainless steel sink, a piped gas connection, and also there is a utility attached. To make the abode shine even more brightness, all the rooms are installed with ceramic tiles flooring. ::::::Facilities::::::Laundry Service, DTH Television Facility, Waste Disposal, Rain Water Harvesting, Park, Water Storage, Kids Play Area, Fire Fighting Equipment, 2 Lifts, Maintenance Staff, open parking, 24 hours borewell & Corporation water supply, a security guard, and 24x7 CCTV surveillance are some of the top-notch amenities you can enjoy at DDA Qutab View Appartment.::::::Locality::::::The Modern Bazaar is 4.6km away whereas the Superior Shopping Mall is within the range of 9.1km where you can go shopping. If you are a family with children, then this property is ideal for you as the reputed schools like the Happy Public School, B N D Public School, and healthcare centers namely Richa Hospital, and the Bhagwati Hospital are dotted within 400m-4.1km away. ::::::To cater to your financial needs, you can visit the well-known Axis Bank ATM, Yes Bank ATM, and the ICICI Bank Atm at present. Now commuting to the different parts of the city is easy as public transport is close by, the Rail Bhawan Metro Station is at 10.2km, and Delhi Metro Rail Corporation(DMRC) is 13.3km away."
P_639,Sukhmani Properties,2.50 Cr,3,New Property,3,East,Unfurnished,Freehold,,3,1,Ready to Move,,5000,,Vikaspuri,,1650,"13,889 per sqft","Rent 3bhk floor for rent in vikas puri near janak puri West metro station. Very Exclusive, 3 bedroom one drawing dinning room,3 washroom, marble flooring, Wardrobe, Wooden Work In kitchen, fans, tubelight, Ample parking space, proper fully cross ventilation, The Gate is made Up of Iron And Wooden, The Property is Well connected to Metro station,  schools, Pvr, Mall, Main Markets, Bus Stop, Gym, Banks  Atm, Mandir, Gurdwara Etc to be half kilometer away from it , THIS IS A GOLDEN OPPORTUNITY TO GET SUCH A MATCHLESS PROPERTY . MORE OPTIONS ARE ALSO AVAILABLE IN SAME BUDGET."
P_640,Sukhmani Properties,2.10 Cr,3,Resale,4,North,Furnished,Freehold,,2,,Ready to Move,,, Pragya Ohri,Rohini Sector 7,,1000,"19,091 per sqft",4 BHK Offering you all the rights of Freehold ownership rights a newly constructed 3 BHK Builder Floor is available for sale in Rohini Sector 7 New Delhi. Situated in the vicinity of the famous Geeta Ratan Jindal Public School this tastefully furnished builder floor with a VastuShastrainspired floor plan fills your life with positive vibes joy good health prosperity and utmost love. Furnished with gorgeous furnishings this aesthetically pleasing builder floor with marble flooring keeps the ambience of the abode naturally cool during the scorching heat of summers.Property Specifications and FacilitiesShowcasing an excellent floor plan this northwest facing builder floor is located on the topmost floor of a threestoreyed apartment hence it enjoys uninterrupted access to the natural sunlight  cross ventilation. Rendering a perfect place of residence for you and your family this meticulously designed builder floor brings you 3 bedrooms with 2 ensuite bathrooms that have one geyser where 2 bathrooms are attached and the other is commonly accessible. An unhampered view of the open area is visible from the only balcony that is linked to the bedroom where you can sit back and relax with a hot cup of tea. In addition to the above there is also a spacious living cum dining area a covered roof terrace with 1 washroom and a utility is also available which is attached to the kitchen. For the comfort of the lady of the house the modular kitchen is outfitted with a granite countertop a stainless steel sink a chimney a geyser an exhaust fan and a piped gas connection. To make your life much more convenient this society offers you a couple of prime facilities such as covered parking space to accommodate your vehicles and a 24x7 hours borewell as well as a Corporation water supply.LocalitySituated just opposite some of the prominent schools offering excellent educational facilities this apartment is about 1km away from a handful of wellknown malls supermarkets and a few hospitals. To cater to your financial needs you can visit the nearest noted banks and ATM centers available in the 500m range. The major means of public transport like buses taxis  autos are nearby whereas there is a metro station in the middle of two metro stations which is at walkable distance.
P_641,Sukhmani Properties,1.45 Cr,3,Resale,4,East,Semi-Furnished,Freehold,Prayag Apartments,3,1,Ready to Move,,, Rupanjan,"Prayag Apartments, Vasundhara Enclave",https://www.magicbricks.com/prayag-apartments-vasundhara-enclave-new-delhi-pdpid-4d4235303131313136,1100,"12,083 per sqft","Located in Prayag Apartments, Vasundhara Enclave, New Delhi is a 3BHK flat available for sale. It is a delightful living space with various impressive features promising a quality home that your family will love and cherish. So hurry up and make a move nowProperty Specifications  FacilitiesFilled with sufficient natural light and fresh air, this semi-furnished apartment is situated on the 4th floor. Further, it is planned in a way that the interiors of this condo are drenched in an abundance of natural light and fresh air. The flat adheres to all the vaastu guidelines for ensuring you a peaceful and prosperous life.With a super area of 1200sqft, this flat includes 3 bedrooms, 3 attached bathrooms with 1 geyser 1 Indian  2 western, 3 balconies, 1 living room, 1 dining area and 1 kitchen with chimney, piped gas connection and utility area. The abode is covered with superior-quality vitrified flooring which is highly known for its durability, elegance, and carefree maintenance. Every bedroom has a separate balcony which gives you a clear view of the lush greenery. Some of the important facilities available here are 24 hours water supply, covered parking space, CCTV cameras, 1 lift, security guards and power backup.LocalityThis property is situated in one of the prominent neighbourhoods of New Delhi which is excellently connected to other parts of the city via well-laid roads. You can access various modes of public transport in the nearby surroundings. The property is well-connected to the Railway Station at 11km and metro station is around 1km. Driving for 1km takes you to the schools, Narayan Hospital, malls, supermarkets, banks and ATMs."
P_642,Sukhmani Properties,7 Cr,4,Resale,1,North - East,Semi-Furnished,Freehold,,4,2,Ready to Move,,500,,New Friends Colony,,2500,"25,926 per sqft",Builder Floor Available for Sale in New Friends ColonyFirst Floor500 sqyd4 BHKServant QuarterInside ColonyLiftWide Road6 Years old Cons.Vaastu CompliantVery Well Maintained 2 Cars in Stilt ParkingBeautiful and Good LocationAll Branded FittingsLots of Sunlight  Fresh AirPark NearbyLots of Greenery with trees and lovely viewAll major electricity and water supply connections are already installed.Website  www.shriramprop.in
P_643,Sukhmani Properties,90 Lac,3,Resale,3,,Semi-Furnished,Freehold,,,,Ready to Move,,, kitchen soul,Adarsh Nagar,,1350,"6,000 per sqft",Spaces with roof right
P_644,Sukhmani Properties,68 Lac,2,Resale,4,East,Semi-Furnished,Freehold,,2,,Ready to Move,,, Anurag Sethi,"Sriniwaspuri Extension, Sri Niwaspuri",,550,"8,831 per sqft","Freehold floor in south delhi,new construction,best location,ventilated,unblocked view,near vinobhapuri metro and cambridge school.2nd floor also available."
P_645,Shriram Properties,90 Lac,2,Resale,1,South,Semi-Furnished,Freehold,,2,1,Ready to Move,,, Neeraj,"Rana Pratap Bagh, Ashok Vihar North",,900,"9,375 per sqft",
P_646,Shriram Properties,1.65 Cr,3,Resale,1,South,Semi-Furnished,,The Shabad Apartment,3,,Ready to Move,,, SANGEETA,"The Shabad Apartment, Dwarka Sector 13",https://www.magicbricks.com/the-shabad-apartment-dwarka-sector-13-new-delhi-pdpid-4d4235303734343539,1350,"11,458 per sqft","Situated in the finest “The Shabad Apartment”, Sector 13 Dwarka, New Delhi, this 3BHK flat is available for sale. This flat is semi-furnished and is thoughtfully built with vaastu rules, promising you a blissful life with your loved ones. ::::::Property Specifications ::::::South facing, this flat spreads across a super area of 1440 sq ft and a carpet area of 1350 sq ft. Positioned on the 1st floor, this flat is blessed with ample natural sunlight and ventilation that seeps in throughout the day. ::::::Furthermore, this flat comprises 3 bedrooms furnished with wooden almirahs, 3 bathrooms, 2 wide and airy balcony, a living cum dining area, puja cabinet, and a modular kitchen with a chimney and IGL connection. ::::::Additionally, the flat is up to date with necessary electrical fixtures such as lights and fans. The bathrooms are designed in western and indian manner as well where one is attached and the other two are commonly accessible. ::::::Moreover, two of the bathrooms have geysers and one of them doesn't have a bath area. Overlooking the park, the balconies are attached to a bedroom and the living room. This flat is covered with a combination of mosaic tile flooring in the bedrooms and balconies and marble flooring in the rest of the area. ::::::Facilities ::::::This flat comes with basic facilities such as open parking space, round the clock water supply, % power backup, security guards, CCTV cameras, a lift and community hall. ::::::Locality ::::::Well known schools, hospitals, shopping malls, supermarkets, local markets, hotels, cafes and many other social amenities are situated at a very short distance. Vegas Mall is located nearby whereas banks and ATMs are present in the vicinity for banking needs and services. Sector 30 Metro Station is dotted at a very short distance whereas other public transport facilities such as taxis, auto rickshaws and buses are easily available here. ::::"
P_647,Shriram Properties,1.65 Cr,3,Resale,1,South,Semi-Furnished,,The Shabad Apartment,3,,Ready to Move,,, SANGEETA,"The Shabad Apartment, Dwarka Sector 13",https://www.magicbricks.com/the-shabad-apartment-dwarka-sector-13-new-delhi-pdpid-4d4235303734343539,1350,"11,458 per sqft","Situated in the finest “The Shabad Apartment”, Sector 13 Dwarka, New Delhi, this 3BHK flat is available for sale. This flat is semi-furnished and is thoughtfully built with vaastu rules, promising you a blissful life with your loved ones. ::::::Property Specifications ::::::South facing, this flat spreads across a super area of 1440 sq ft and a carpet area of 1350 sq ft. Positioned on the 1st floor, this flat is blessed with ample natural sunlight and ventilation that seeps in throughout the day. ::::::Furthermore, this flat comprises 3 bedrooms furnished with wooden almirahs, 3 bathrooms, 2 wide and airy balcony, a living cum dining area, puja cabinet, and a modular kitchen with a chimney and IGL connection. ::::::Additionally, the flat is up to date with necessary electrical fixtures such as lights and fans. The bathrooms are designed in western and indian manner as well where one is attached and the other two are commonly accessible. ::::::Moreover, two of the bathrooms have geysers and one of them doesn't have a bath area. Overlooking the park, the balconies are attached to a bedroom and the living room. This flat is covered with a combination of mosaic tile flooring in the bedrooms and balconies and marble flooring in the rest of the area. ::::::Facilities ::::::This flat comes with basic facilities such as open parking space, round the clock water supply, % power backup, security guards, CCTV cameras, a lift and community hall. ::::::Locality ::::::Well known schools, hospitals, shopping malls, supermarkets, local markets, hotels, cafes and many other social amenities are situated at a very short distance. Vegas Mall is located nearby whereas banks and ATMs are present in the vicinity for banking needs and services. Sector 30 Metro Station is dotted at a very short distance whereas other public transport facilities such as taxis, auto rickshaws and buses are easily available here. ::::"
P_648,Shriram Properties,3.10 Cr,4,New Property,4,East,Semi-Furnished,Freehold,DDA Indraprastha Apartment,5,2,Ready to Move,,, ANAND,"DDA Indraprastha Apartment, Dwarka Sector 12",https://www.magicbricks.com/dda-indraprastha-apartment-dwarka-sector-12-new-delhi-pdpid-4d4235303836353931,2200,"13,778 per sqft",4BHK A newly constructed Flat available for sale. This property is situated in the preferred residential area of DDA Indraprastha Apartment Sector 12 Dwarka New Delhi and is built with vaastu rules. Property Specifications Absolutely ready to move in this builder floor spreads across a carpet area of 2250 sq ft and is benefited with freehold ownership rights. Therefore an amazing investment opportunity that cannot be missed Positioned on the 4th floor this builder floor is semifurnished and comprises 4 bedrooms 5 bathrooms 3 balconies living area dining area and a modular kitchen with a chimney granite platform sink piped gas connection attached utility area and cabinets. The bedrooms are furnished with wardrobes where the residents can store their valuables safely. This corner property is blessed with ample natural sunlight and ventilation that seeps in throughout the day. The bathrooms are designed in western manner and come with necessary fittings. Of the 5 bathrooms one is a powder room for the comfort of the guests. Lastly this builder floor is covered with a combination of wooden and marble flooring. Facilities This builder floor comes with basic facilities such as open parking space for 2 vehicles covered parking space for 4 vehicles CCTV cameras security guards and round the clock water supply. Additionally Indraprastha Apartments flats offer a long list of never heard before luxurious amenities like  dance studio coffee lounge  restaurants cafeteriafood court barlounge barbeque pit  jogging  strolling track club house swimming poolearly learning center bank  atmbanquet hall childrens  play area and many more.Locality This property is located in the prime area with easy access to social amenities such as schools hospitals shopping malls supermarkets local markets hotels cafes and many others.
P_649,Shriram Properties,16 Lac,1,Resale,4,,Semi-Furnished,,,1,,Ready to Move,,, Sheeba,Uttam Nagar,,50,"3,556 per sqft","Are you in search of a 1BHK apartment in one of the well-developed areas of New Delhi? Then this semi-furnished apartment with roof right available for sale in Uttam Nagar, New Delhi is absolutely worth your valuable investment.::::::Property Specifications and Facilities::::::This abode is situated on the top floor of a 4-storey residential building. Perfectly crafted according to expert vaastu guidelines, this apartment is certainly ideal for experiencing a peaceful and prosperous life. This well-constructed property is benefitted with freehold ownership rights as well.::::::The floor plan features 1 bedroom, 1 common bathroom with geyser & western toilet, 1 balcony linked to the bedroom, 1 living cum dining area and 1 modular kitchen. It's an east-facing property with a carpet area of 50 yards. All the rooms are blessed with immense natural light and the smooth flow of soft breeze across every nook of the apartment is simply amazing.::::::The kitchen is meticulously designed and equipped with a granite platform, cabinets, exhaust fan, and sink. The immaculately finished ceramic flooring is yet another major feature of this property. Key facilities available for this property are covered parking space for 1 bike, water supply and power backup. ::::::Locality::::::This residential property is situated in one of the most sought-after areas of New Delhi which enjoys fabulous road connectivity to the entire city. Autos, taxis, and buses are widely serviced in this area which makes commuting very convenient and hassle-free. Uttam Nagar West Metro station is within walking distance from this property. Within a short distance of 500-2km, you can easily find schools, hospitals, grocery stores, medical stores, banks, and ATMs."
P_650,Shriram Properties,2.51 Cr,3,Resale,1,East,Semi-Furnished,Freehold,True Friends Apartments,3,1,Ready to Move, Ultime India,, Ultime India,"True Friends Apartments, Dwarka Sector 6",https://www.magicbricks.com/true-friends-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235303131313430,2344,"10,708 per sqft","3bhk Flat in True Friends Apartment , Sector 6, Dwarka , New Delhi ::::Ready to move"
P_651,Unique Real Estate Solutions,60 Lac,2,Resale,Ground,North,Semi-Furnished,Freehold,DDA LIG Flat Mayur Vihar PH 3,2,1,Ready to Move,,3000,,"DDA LIG Flat Mayur Vihar PH 3, Mayur Vihar 3",https://www.magicbricks.com/dda-lig-flat-mayur-vihar-ph-3-mayur-vihar-3-new-delhi-pdpid-4d4235323132323335,650,"8,000 per sqft",This is beautiful flat
P_652,Unique Real Estate Solutions,65 Lac,3,New Property,4,,Furnished,,,3,,Ready to Move,,, Kamal,Freedom Fighters Enclave,,1400,"5,417 per sqft","A quality style is what this 3 BHK apartment in Freedom Fighters Enclave, presents to you. Open for investment options, own this splendid flat, and rejoice in this well-developed community of New Delhi. This apartment is what you would want to call home. ::::::Property Specifications::::::Available in one of the best flat complexes in the city, this specific flat is positioned on the top floor of a building of 4 floors. Assuring a comfortable stay, the flat covers a super area of 1400 sqft to accommodate 3 BHK conveniently. The plan of this flat falls perfectly under all the Vastu aspects and brings health and prosperity to its occupants. The flat is fully-furnished with 3Acs, 3beds, sofa set, RO water system, microwave modular kitchen, and wardrobes. The flooring in the whole house is decked with vitrified tiles which look beautiful and also demand low maintenance.::::::Engaging a carpet area of 1200 sq ft, this flat holds 3 bedrooms, 3 bathrooms, a small open space back side, living room, Dining area, and a modular kitchen. Extending more comfort and convenience, the bathrooms are designed in a western manner and installed with geysers, to provide utmost privacy all the 3 bathrooms are attached to the 3 bedrooms. The kitchen is pretty basic with a granite countertop, and sink. There is also a piped gas connection available for a safe mode of cooking.  ::::::::Facilities::::::Some of the facilities rendered in this apartment are, a covered parking space, adequate water supply, complete power backup, manned security, CCTV cameras, and 1 lift.::::::Locality::::::Located near Gate no.3 Freedom Fighter Enclave itself acts as a popular landmark. Malls and supermarkets are within 500m to obtain essential goods of the daily requirement. Also, banks and ATMs are quite close to here acquiring fire financial facilities. However, schools and hospitals are nearby which have easy access by the means of public transport available frequently in the vicinity. At a distance of 200m, there is an upcoming metro station within 1km. and the New Delhi railway station is close by, you can catch a metro and train for quick commuting. ::"
P_653,Unique Real Estate Solutions,2.25 Cr,3,New Property,3,East,Furnished,Freehold,,3,1,Ready to Move,,, VAIBHAV NAKRA,Rangpuri,,1100,"16,071 per sqft","A brand new 3 BHK builder floor apartment is available for sale in Rangpuri, New Delhi. Impressive neighbourhood and the presence of key amenities in a close range make this property an ultimate choice to settle down with the family. So, hurry up and make the most of this opportunity.Property SpecificationsLocated on the top-floor of a low-rise 3-storey building, this 3 BHK builder floor apartment is well-configured keeping in mind the modern-day family needs for space and utility. The builder floor is crafted in a way to receive ample natural light and ventilation so residents can experience a pleasant atmosphere throughout the day.Coming to the configuration, the builder floor is inclusive of 3 bedrooms, 3 bathrooms, 2 balconies, a living cum dining area, and a modular kitchen. Fancy and durable tiles are covered on the flooring of all the rooms, which adds charm to the overall decor of this abode. The best part is, this builder floor is offered in a furnished condition so residents can move in instantly with their basic necessities.LocalityThe property is in a prime residential area and social amenities like hospitals, banks, ATMs, market, etc can be found in a comfortable distance. Punjab National Bank and Vidya Sagar Public School are in the immediate vicinity of this property. Buses, cabs, autos, etc are readily available so residents can easily access other parts of the city."
P_654,Unique Real Estate Solutions,38 Lac,2,Resale,3,East,Unfurnished,,,,,Ready to Move,,, Gangadhar,Mahavir Enclave,,700,"5,630 per sqft",
P_655,Unique Real Estate Solutions,2.50 Cr,3,Resale,4,,Unfurnished,,SBI Enclave,3,,Ready to Move,,, Surender,"SBI Enclave, Vikaspuri",https://www.magicbricks.com/sbi-enclave-vikaspuri-new-delhi-pdpid-4d4235303731383036,1800,"13,889 per sqft",
P_656,Unique Real Estate Solutions,1.10 Cr,2,Resale,Ground,West,Unfurnished,Freehold,DDA Flats,2,,Ready to Move,,, Nitesh Agrawal,"DDA Flats, Katwaria Sarai",https://www.magicbricks.com/dda-flats-katwaria-sarai-new-delhi-pdpid-4d4235303737353234,900,"12,222 per sqft","Ground floor, also one room can be made extra."
P_657,Unique Real Estate Solutions,1.35 Cr,3,Resale,4,North - East,Unfurnished,Freehold,,3,,Ready to Move,,, Victor,Hari Nagar,,1600,"7,941 per sqft","I have slashed the price of my flat from 1.5 cr to Rs 1.35 cr due to urgency. If interested, please contact on phone No 9818221943::::::::3BHK apartment available for sale in Hari Nagar, New Delhi.::::::* The property is open on 3 sides::::* It's the 4th building from the Jail Road::::* Situated on a 40 feet road::::* No roof right and the main door is remotely operated::::* The owner is a Central Government Officer, No false promises.::::::Property Specifications:::::::This east-facing house is engineered with superb quality civil work and smart designs. The building is 3 sides open and therefore loads of natural light and fresh air seeps inside the house, which keeps it bright and cool. This vaastu approved property is located on the 3rd floor with a plot area of 200 gaj. Carpet area is approximately 1600sqft, Super area is 1700 sq ft. Also the property is offered in a semi-furnished state.::::::The floor plan features 3 bedrooms, 3 attached bathrooms with western toilets & geysers, 3 balconies connected to 2 bedrooms & drawing room, 1 living cum dining room and 1 modular kitchen with chimney, cabinets, granite platform, piped gas connection and sink. Italian marble flooring is done in drawing room and kitchen. However they are very durable and easy to maintain. All electrical fittings like lights and fans are also available in all rooms. False ceiling in 2 rooms are also included. AC in all bedrooms and Drawing room. Geyser and exhaust in all bathrooms.  ::::::Facilities ::::::You can be assured of a comfortable stay here as key facilities including water supply (2 times in a day), 1 partial covered parking,  open parking, inverter and 1 lift are available.::::::Locality ::::::This residential property is situated in one of the most sought-after neighbourhoods of New Delhi which enjoys fabulous road connectivity to the entire city. Autos, taxis, and buses are widely serviced in this area which makes commuting very convenient and hassle-free. The property is 300 m from Hari Nagar bus depot, Tilak Nagar metro station around 1km and Delhi Cantonment Railway Station is around 2km. ::::::Santoshi Mata Mandir, Santom Wala Gurudwara and St. Chavara Church are in walking distance. There are many banks and ATMs located in the vicinity. SBI branch with ATM in 3 min walking distance. Convent Schools are 5km away while one can find District Hospital within 1.5 km, Pacific Mall around 3km and supermarkets around 150m. This is an upscale neighborhood close to all important amenities with very good connectivity."
